Título,Autor,Descripción,Formato,Número de páginas,Fecha de publicación,Calificación promedio,Número de calificaciones,Número de reseñas,URL de la imagen de portada,URL del libro,Categoría
"Restoring Our Girls: How Real Conversations Shape Our Daughters' Lives, Help Them with Teen Challenges, and Remind Them That They Matter",Cathy Cassani Adams,"Follow therapist and parenting coach Cathy Cassani Adam’s empowering advice to help your teenager follow their happiness in an evolving society.

#1 New Release in Teen Health, and in Parenting Girls

Help your teenage girl prepare to face the world. So many girls are facing challenges every day, with the next generation seeing more skyrocketing diagnoses of depression and anxiety than ever before. While we might not be able to stop every trial that comes their way, we can still help our daughters persevere with strong self-confidence in themselves. Restoring Our Girls is an empowering book for girls ages 12-25 and their parents to use when facing tough situations in today’s world. With professional insight on society’s impact on young womanhood and ways to recognize and process it, you can help your child use their mental and emotional skills to achieve the fulfilling life they deserve.

Become the role model that she needs. Teenage mental health can feel isolating for both you and your teenager. Oftentimes, they will feel uncomfortable bringing up serious struggles to you for fear of being unseen or rejected. That is why author Cathy Cassani Adams is here on how to engage in uplifting communication through compassion and a willingness to learn. Using her methods for meaningful listening and action, your daughter will see how being genuine can open so many doors to true happiness.

Each chapter inside Restoring Our Girls covers all the complexities your teenager will face, including:

A Guide for Navigating Real Conversations: Learn how to engage in meaningful conversations with your daughter while minimizing conflict
Insights from Our Girls: Discover what your daughters wish we understood better
The Power of Prioritizing Your Relationship: Understand how focusing on connection can ease challenges and ensure a healthy and trusting relationship now and as they grow

So if you’re looking for books for parents and their daughters like Fourteen Talks by Age Fourteen, The Emotional Lives of Teenagers, or The Sleep-Deprived Teen, you’ll love Restoring Our Girls.",Paperback,224 pages,"Expected publication January 14, 2025",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729058157l/220462632.jpg,https://www.goodreads.com/book/show/220462632-restoring-our-girls,Nonfiction
Adventures in the Louvre: How to Fall in Love with the World's Greatest Museum,Elaine Sciolino,"A former New York Times Paris bureau chief explores the Louvre, offering an intimate journey of discovery and revelation.


The Louvre is the most famous museum in the world, attracting millions of visitors every year with its masterpieces. In Adventures in the Louvre, Elaine Sciolino immerses herself in this magical space and helps us fall in love with what was once a forbidding fortress.


Exploring galleries, basements, rooftops, and gardens, Sciolino demystifies the Louvre, introducing us to her favorite artworks, both legendary and overlooked, and to the people who are the museum’s the curators, the artisans producing frames and engravings, the builders overseeing restorations, the firefighters protecting the aging structure.


Blending investigative journalism, travelogue, history, and memoir, Sciolino walks her readers through the museum’s front gates and immerses them in its irresistible, engrossing world of beauty and culture. reveals the secrets of this grand monument of Paris and basks in its timeless, seductive power.",Hardcover,384 pages,"Expected publication April 1, 2025",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1719009081i/213395444.jpg,https://www.goodreads.com/book/show/213395444-adventures-in-the-louvre,Nonfiction
False Claims: One Insider's Impossible Battle Against Big Pharma Corruption,Lisa Pratta,"For the first time, Lisa Pratta shares her story of going undercover as a whistleblower at a Big Pharma company and standing up to systemic corruption, greed, and harassment—all while caring for her special-needs son as a single mother.

When Lisa Pratta started her career as a pharmaceutical sales representative, she had no idea of the industry’s depravity, and the endemic sexual harassment, bribery, and fraud she witnessed only got worse over time.

Lisa hoped that might all change when she landed her dream job with a small company called Questcor which sold a drug that, when prescribed correctly, could help patients with multiple sclerosis. Yet Questcor realized they could make more money prescribing the drug .While the FDA had approved the drug for two- to three-week treatments, Questcor was training, encouraging, and incentivizing its sales force to push a five-day treatment plan not backed by any science—and arbitrarily increased the drug’s price to $28,000 for a single vial.

Pratta recognized this as being not only dangerous for patients, but also highly illegal. As the single mother of a special-needs son, Lisa couldn’t risk losing her job—but her moral compass also wouldn’t allow her to stay silent.

Thus began her double life as a whistleblower. For nearly a decade she clandestinely fed information to the Department of Justice. Resisting internal pressure to succumb to Questcor’s illegal sales tactics, she was constantly harassed by supervisors and in danger of being fired, while the government offered her no protection in the event her betrayal was discovered.

This incredible story offers an insider’s look at the unscrupulous sales methods used by America’s corrupt pharmaceutical industry, analyzes the levers they pull to extract ludicrous profits from the sick and dying, and is a page-turning portrait of one woman’s epic fight against Big Pharma and a mother’s heroic struggle to protect her family.",Hardcover,288 pages,"Expected publication June 3, 2025",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729278219i/218431701.jpg,https://www.goodreads.com/book/show/218431701-false-claims,Nonfiction
Maya Angelou: A Writer's Journal,Maya Angelou,"For the first time ever, fans of Maya Angelou have creative space to write their own masterpieces alongside quotes from the phenomenal poet, memoirist, activist, and actor in this elegant and evocative journal.

Building on the rich legacy of Maya Angelou’s publishing catalog, this blank journal—sprinkled with her signature wit and wisdom throughout—offers readers and fans new ways to celebrate one of America’s literary heroes and enjoy her words of wisdom, inspiration, encouragement, and empowerment.

This gorgeous writing notebook includes some of Dr. Angelou's most powerful statements, including, ""What you’re supposed to do when you don’t like a thing is change it. If you can’t change it, change the way you think about it. Don’t complain."" And readers will be prompted along their own journeys with affirmations from her most famous poems, like, ""I am a woman phenomenally; phenomenal woman—that's me.""

Whether you’re finally starting that book you’ve been meaning to write, taking notes at church, capturing key information while on the go, or just meditating with your pen line by line, wherever you open these pages, Dr. Angelou will be with you and encouraging you to continue.",Hardcover,192 pages,"Published September 3, 2024",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1716909430i/203164374.jpg,https://www.goodreads.com/book/show/203164374-maya-angelou,Poetry
"Poet in the New World: Poems, 1946–1953",Czeslaw Milosz,"A new collection of work from Nobel laureate Czeslaw Milosz that includes previously untranslated poems written during his time in Washington, D.C., and his years in Europe before and after

One of the most revered poets of the twentieth century, Czeslaw Milosz famously bore witness to its violence in his native Poland and in the war’s aftermath from exile in Europe and the United States. Immediately after the war, he lived in Washington, D.C., working as a diplomatic official, having left behind an old world stained by bloodshed and still in the throes of ideological conflict as he sought to find his bearings in a new world.

Poet in the New World gathers the poems written during these years—for the first time in English translation—and is contextualized by the poetry that came directly before and after, from poems written in Warsaw in 1945, shortly before he departed for the United States, to others written in Europe from 1951 to 1953, after his significant time away. Capturing Milosz at his existential and stylistic best, Poet in the New World is attuned to the necessity of imagination and the duty of language and is filled with wonder and skepticism. Milosz grapples with the extraordinary violence he had witnessed in Warsaw and the strange postwar United States he has inhabited, all while pondering the enduring fate of his beloved Poland. In the poem “Warsaw,” the poet asks, “How can I live in this country/Where the foot knocks against/the unburied bones of kin?”

Equal parts affecting and illuminating, Poet in the New World is an essential addition to the Milosz canon, in a beautifully rendered translation by Robert Hass and David Frick, that reverberates with the questions of histories past, present, and future.",Hardcover,160 pages,"Expected publication February 4, 2025",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1719005512i/213111935.jpg,https://www.goodreads.com/book/show/213111935-poet-in-the-new-world,Poetry
Altered States of the Unflinching Souls,J.J. Campbell,"Promotional Collaboration. Limited Print.
New and selected poems by J.J. Campbell and Casey Renee Kiser with stunning cover artwork by Jasmyn Taylor Givens. Hitch a ride on this sick spectrum of realities and weave through the obstacle course of dull life contradictions with two bitch'n indie poets.

C. Renee's poetry is often a bewildered camp of bi-polaring over-share bares declaring their angst from waiting too long for a glacier or heart to melt, while auditioning for a g-spot in her wordplay. Often lyrical but always confessional, her work here rides the waves of triggered emotions, attempting to master the art of {girl overboard} and make any island her home. She prefers crashing when it comes to ships passing in the night, as she refuses to pass up a chance to face anything in her ocean head-on. Her killer backstroke keeps her alive and she washes ashore here, a crispy crab from the sun, sidestepping sharks but balancing out J.J.'s subtle hollowed-out style.

Campbell is all truth and bones rubbing together just enough to produce a campfire for one, except when hot legs invite themselves in for a little boom in the confession room where stripped down is an understatement. Always exposing the violent blur of day-to-day grind, he challenges daily horrors and the merry-go-round playback of dysfunction with swing-out spurts of lucid luck and fantasy. His poems reveal life's absurd complications with slaying simplicity and a humor that sneaks up on you, even quite skull-driving, like distant static from the basement television you left on for the chained-up ghost of your childhood fuckery. Somebody get that bitch a Baby Ruth. 

In this collection, two restless souls lose and laugh while it all goes up in flames, as the beautiful ones scramble to stay in the fakery-bakery on the corner of Suburbia. Relatable as a distant cousin-kiss in a dirty Sunday dress, you're encouraged to turn on a sad song with the happy hour light, buy a stranger a beer and confess something they'll never forget. Cheers to dark clouds, rainbows and all the misfits.

by J.J. Campbell:

the devil will see you now
you would have locked it
laughing at funerals
hopefully she bites
not a therapist
rampant in these streets
my own misery
cocaine whores and machine guns
at the oddest fucking moment
ashes
it never works out that way
at the top of their lungs
a warm hug
like lightning



by C. Renee Kiser:

kindred
i'll eat you
lost keys
rocks off at the lake of fire
three times charming the forest
twin flame / not trending
pretty something
hot-wired for cold rooms
i've lost my head and gained sight
under the table, you get scraps
god thing
loose lifetimes and tight timelines
alter egos aside
worst hitman i ever met
brunch with Linda
hunger-kind

+bonus poems by C. Renee Kiser:
lava girl
you can't teach the wrong loyalty new tricks

+bonus poem by J. J. Campbell:
i can smell fear

Digital copy here:
etsy dot com/GutterKissesForYou

#punkpoetry
#indiepoets
#supportsmallpress",Paperback,60 pages,"Published August 8, 2024",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1712025785i/210633465.jpg,https://www.goodreads.com/book/show/210633465-altered-states-of-the-unflinching-souls,Poetry
Christmas in Mistletoe Bay,Karen Jackson,"A heartwarming sweet romance about finding love over the Holidays where you least expect it.

Emily Grant is promised a huge promotion if she can persuade the owner of historic Mistletoe Bay Inn in the small Christmas obsessed coastal town to sell. Emily has never heard of the annual 12 Days of Mistletoe Bay Festival held every Christmas where people come from across the country to participate.

Alex Bradshaw, a widower and father, is busy remodeling the Inn to reopen for the upcoming summer wedding season. He has no intention of selling, no matter how attractive Emily is.

Alex challenges Emily to participate in the entire 12 Days of Mistletoe Bay Festival, a feat never before attempted and then just maybe he will consider selling his Inn.",Kindle Edition,322 pages,"Published October 2, 2021",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1634303852i/59353102.jpg,https://www.goodreads.com/book/show/59353102-christmas-in-mistletoe-bay,Romance
The Secrets of Flowers,Sally Page,"From the author of the phenomenal bestsellers The Keeper of Stories and The Book of Beginnings comes an utterly beautiful and uplifting novel.

One year on from the death of her husband, Emma feels no closer to moving forward with her life. Seeking distraction, she quits her job and begins working at the local garden centre.

Here, Emma begins to open up and finds herself attending boss Les’ talk on the Titanic. Intrigued, Emma sets out to research who would have arranged the flowers on-board.

Alongside her story unfolds the tale of a stewardess on the Titanic, who Emma can’t help but feel connected to…",Hardcover,350 pages,"First published August 29, 2024",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1727004031i/219137136.jpg,https://www.goodreads.com/book/show/219137136-the-secrets-of-flowers,Romance
The Ideological Brain: The Radical Science of Flexible Thinking,Leor Zmigrod,"Why do some people become radicalized?
How do ideologies shape the human brain?
And how can we unchain our minds from toxic dogmas?

In The Ideological Brain, Leor Zmigrod reveals the deep connection between political beliefs and the biology of the brain. Drawing on her own pioneering research, she uncovers the complex interplay between biology and environment that predisposes some individuals to rigid ways of thinking, and explains how ideologies take hold of our brains, fundamentally changing the way we think, act and interact with others. She shows how ideologues of all types struggle to change their thought patterns when faced with new information, culminating in the radical message that our politics are not superficial but are woven into the fabric of our minds.

This authoritative, accessible and playful blend of psychology, politics and philosophy explores the cutting-edge of the emerging field of political neuroscience. Zmigrod examines its historical roots before she looks to the future, considering the broader social and political implications of her groundbreaking research. Guiding readers through her experiments, she eventually describes what a free, authentic, and tolerant brain looks like, and explains how anyone can keep their mind open and flexible in the face of extremist ideologies.",Hardcover,304 pages,"Expected publication March 25, 2025",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1721680432i/213263145.jpg,https://www.goodreads.com/book/show/213263145-the-ideological-brain,Science
"SuperLoop: How Understanding Beliefs, Biology, and Behavior Creates a Business that Works for Every One",Susan Leger Ferraro,"“An inspiring and practical system for operating conscious businesses while being a conscious leader.” – Dr. Deepak Chopra, MD

How Understanding Beliefs, Biology, and Behavior Creates a Business that Works for Every ONE is a transformative road map that revolutionizes how we approach work, leadership, and personal growth. Drawing from over four decades of experience and founding and operating five multimillion-dollar businesses, Susan Leger Ferraro presents a groundbreaking methodology that bridges the gap between self-awareness and organizational success.

At the heart of this book is the SuperLoop concept—a self-reinforcing cycle of beliefs, biology, and behavior that shapes our reality as well as our brain. Susan demonstrates how understanding and mastering this cycle can lead to profound changes in both individual performance and organizational success.

Readers will discover powerful tools and practices,

A revolutionary approach to feedback that promotes growth and collaborationClearing Techniques for addressing conflicts and misalignments with clarity and empathyThe Pathmaker A new paradigm for employee development and supportThrough compelling case studies led by Susan and her team and operational practices, Susan illustrates how these methods have transformed companies across various industries, from tech giants to healthcare providers.

challenges traditional notions of workplace dynamics, advocating for a human-centric approach that values the whole person. It offers strategies for creating psychologically safe environments, fostering authentic communication, and building cultures of accountability, both self accountability and peer to peer accountability as well as creative innovations.

This book is not just for CEOs and HR professionals; it's for all of us looking to maximize potential and create meaningful change in and out of the workplace. Susan’s insights on perception, responsibility, and cultural transformation provide a roadmap for navigating the complexities of modern work environments.

Whether you're leading a team, starting a business, or seeking personal growth, offers the tools to turn consciousness into action, unlocking unprecedented levels of human potential and organizational performance.",Kindle Edition,274 pages,"Published October 22, 2024",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1727284544i/219540743.jpg,https://www.goodreads.com/book/show/219540743-superloop,Science
"Hope Dies Last: Visionary People Across the World, Fighting to Find Us a Future",Alan Weisman,"The award-winning environmental journalist’s extraordinary, long-awaited portrait of hope and resilience as we face a fractured and uncertain future

In this profoundly human and moving narrative, the bestselling author of The World Without Us returns with a book ten years in the a study of what it means to be a human on the front lines of our planet’s existential crisis. His new book, Hope Dies Last, is a literary evocation of our current predicament and the core resolve of our species against the most precarious odds we have ever faced.

To write this book, Weisman traveled the globe, witnessing climate upheaval and other devastations, and meeting the people striving to mitigate and undo our past transgressions. From the flooding Marshall Islands to revived wetlands in Iraq, from the Netherlands and Bangladesh to the Korean DMZ and to cities and coastlines in the U.S. and around the world, he has encountered the best of humanity battling heat, hunger, rising tides, and imperiled nature. He profiles the innovations of big thinkers—engineers, scientists, conservationists, economists, architects, and artists—as they conjure wildly creative, imaginative responses to an uncertain, ominous future. At this unprecedented point in history, as our collective exploits on this planet may lead to our own undoing and we could be among the species marching toward extinction, they refuse to accept defeat.

A remedy to climate anxiety by one of the most important voices on humanity’s relationship with the Earth, fills a crucial gap in the global Having reached a point of no return in our climate confrontation, how do we feel, behave, act, plan, and dream as we approach a future decidedly different from what we had expected?",Hardcover,512 pages,"Expected publication April 22, 2025",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1724467887i/216971148.jpg,https://www.goodreads.com/book/show/216971148-hope-dies-last,Science
Womb City,Tlotlo Tsamaase,"WOMB CITY imagines a dark and deadly future Botswana, rich with culture and true folklore, which begs the question: how far must one go to destroy the structures of inequality upon which a society was founded? How far must a mother go to save the life of her child?

Nelah seems to have it all: wealth, fame, a husband, and a child on the way. But in a body her husband controls via microchip and the tailspin of a loveless marriage, her hopes and dreams come to a devastating halt. A drug-fueled night of celebration ends in a hit-and-run. To dodge a sentencing in a society that favors men, Nelah and her side-piece, Janith Koshal, finish the victim off and bury the body.

But the secret claws its way into Nelah's life from the grave. As her victim's vengeful ghost begins exacting a bloody revenge on everyone Nelah holds dear, she'll have to unravel her society's terrible secrets to stop those in power, and become a monster unlike any other to quench the ghost's violent thirst.",Paperback,432 pages,"First published January 23, 2024",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1711421339i/210365488.jpg,https://www.goodreads.com/book/show/210365488-womb-city,Science Fiction
Above the Ether,Eric Barnes,"Here is a mesmerizing novel of unfolding dystopia amid the effects of climate change in a world very like our own, for readers of Emily St. John Mandel's Station Eleven and Margaret Atwood's The Year of the Flood.

In this prequel to Eric Barnes's acclaimed cli-fi novel The City Where We Once Lived, six sets of characters move through a landscape and a country just beginning to show the signs of cataclysmic change.

A father and his young children fleeing a tsunami after a massive earthquake in the Gulf. A woman and her husband punishing themselves without relent for the loss of both their sons to addiction, while wildfires slowly burn closer to their family home. A brilliant investor, assessing opportunity in the risk to crops, homes, cities, industries, and infrastructure, working in the silent comfort of her office sixty floors up in the scorching air. A doctor and his wife stuck in a refugee camp for immigrants somewhere in a southern desert. Two young men working the rides for a roadside carnival, one escaping a brutal past, the other a racist present. The manager of a chain of nondescript fast-food restaurants in a city ravaged by the relentless wind.

While every night the news alternates images of tsunami destruction with the baseball scores, the characters converge on a city where the forces of change have already broken—a city half abandoned, with one part left to be scavenged as the levee system protecting it slowly fails—until, in their vehicles on the highway that runs through it, they witness the approach of what looks to be just one more violent storm.",Hardcover,240 pages,"First published June 4, 2019",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1547942571i/43252696.jpg,https://www.goodreads.com/book/show/43252696-above-the-ether,Science Fiction
"Restoring Our Girls: How Real Conversations Shape Our Daughters' Lives, Help Them with Teen Challenges, and Remind Them That They Matter",Cathy Cassani Adams,"Follow therapist and parenting coach Cathy Cassani Adam’s empowering advice to help your teenager follow their happiness in an evolving society.

#1 New Release in Teen Health, and in Parenting Girls

Help your teenage girl prepare to face the world. So many girls are facing challenges every day, with the next generation seeing more skyrocketing diagnoses of depression and anxiety than ever before. While we might not be able to stop every trial that comes their way, we can still help our daughters persevere with strong self-confidence in themselves. Restoring Our Girls is an empowering book for girls ages 12-25 and their parents to use when facing tough situations in today’s world. With professional insight on society’s impact on young womanhood and ways to recognize and process it, you can help your child use their mental and emotional skills to achieve the fulfilling life they deserve.

Become the role model that she needs. Teenage mental health can feel isolating for both you and your teenager. Oftentimes, they will feel uncomfortable bringing up serious struggles to you for fear of being unseen or rejected. That is why author Cathy Cassani Adams is here on how to engage in uplifting communication through compassion and a willingness to learn. Using her methods for meaningful listening and action, your daughter will see how being genuine can open so many doors to true happiness.

Each chapter inside Restoring Our Girls covers all the complexities your teenager will face, including:

A Guide for Navigating Real Conversations: Learn how to engage in meaningful conversations with your daughter while minimizing conflict
Insights from Our Girls: Discover what your daughters wish we understood better
The Power of Prioritizing Your Relationship: Understand how focusing on connection can ease challenges and ensure a healthy and trusting relationship now and as they grow

So if you’re looking for books for parents and their daughters like Fourteen Talks by Age Fourteen, The Emotional Lives of Teenagers, or The Sleep-Deprived Teen, you’ll love Restoring Our Girls.",Paperback,224 pages,"Expected publication January 14, 2025",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729058157l/220462632.jpg,https://www.goodreads.com/book/show/220462632-restoring-our-girls,Self Help
"Parent Yourself First: Raise Confident, Compassionate Kids by Becoming the Parent You Wish You'd Had",Bryana Kappadakunnel,"A fresh, no-nonsense parenting guide that shows you how to become a great parent (even if you didn’t have one yourself).

Many of us didn’t have a perfect childhood. But it’s never too late (or too early!) to transform into the parent you were always meant to be—grounded, present, intentional, compassionate, and confident. In Parent Yourself First, licensed marriage and family therapist Bryana Kappadakunnel argues that the secret to successful parenting is to UN-learn the wounded patterns you grew up with and create new ways to connect with your child. Parenting from a place of connection may feel unlike anything you experienced as a child or what you thought parenting was meant to be. But the results can be remarkable—and transformative.

As the founder of the popular Conscious Mommy community on Instagram, Facebook, and TikTok, Kappadakunnel explains that your upbringing is probably impacting your parenting style in ways you don’t even fully recognize, from how you manage your own emotions to how you connect with your kids in their vulnerable moments. In Parent Yourself First, she shares powerful stories from the families she’s counseled and practical tools for managing common parenting woes like tantrums and defiance. Her promise: You can break free of past patterns that no longer serve you and liberate your soul from old traumas and wounds.

Everyone has baggage. But it’s your responsibility to make sure your baggage doesn’t become your child’s problem. Healing yourself allows you to truly connect with your child; understand their needs; and guide them to live the happy, authentic life that they deserve.",Hardcover,336 pages,"Expected publication January 28, 2025",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1718979072i/212294465.jpg,https://www.goodreads.com/book/show/212294465-parent-yourself-first,Self Help
Exceptions to the Rule,Billy Canu,"What if the key to success isn't just about talent, luck, or genius; but the quiet, compounding power of small, deliberate choices?

In Exceptions to the Rule, Billy Canu takes readers on a transformative journey, blending neuroscience, psychology, and real-world examples to reveal how greatness is built; one incremental step at a time.

Learn how to master consistency, embrace failure, and harness the hidden opportunities that lie in serendipity. With actionable insights and captivating stories, Exceptions to the Rule challenges conventional wisdom, offering a fresh perspective on how to unlock your true potential.

Whether you're building a business, pursuing a dream, or simply striving to be better, this book will show you why the rules don't apply to those who dare to rewrite them.",Kindle Edition,242 pages,"Published November 21, 2024",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1732317498i/221835172.jpg,https://www.goodreads.com/book/show/221835172-exceptions-to-the-rule,Self Help
Deadly Animals,Marie Tierney,"Finding a dead body is not normal. But Ava is not a normal teenager. In this chillingly beautiful mystery, only the obsessive spirit of youth can save a desperate town from the savagery within.

Ava Bonney is a compassionate and studious fourteen-year-old girl with a dark secret: she has an obsessive interest in the macabre. She is fascinated by the rate at which dead animals decompose. The highway she lives by regularly offers up gifts of roadkill, and in the dead of night Ava loves nothing more than to pull her latest discovery into her roadside den and record her findings.

One night, she stumbles across the body of her classmate and, fearing that her secret ritual could be revealed, she makes an anonymous call to the police. But when Detective Seth Delahaye is given the case, Ava won’t step back—not while teenagers continue to go missing.

Racing alongside the police or against them, Ava is determined to figure out who is hunting her classmates before she becomes the next prey. How hard can it be to track a killer?",Hardcover,368 pages,"First published November 12, 2024",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1712758755i/203579073.jpg,https://www.goodreads.com/book/show/203579073-deadly-animals,Thriller
Otello's Oil,D.W. Layton,"Elliot Jones is a cross between Sam Spade and Jack Ryan. He's a no-nonsense Special Agent with the U.S. Diplomatic Security Service who won medals for shooting at the Summer Olympics.

The U.S. Secretary of State is in a loveless marriage. She has invited the Oil Minister of Kuwait to dinner in Georgetown followed by opera at the Kennedy Center. In Act III of Giuseppe Verdi's Otello, a shot is fired, but no one hears a thing. The Minister slumps in his seat. Blood oozes from his chest. The Secretary is only inches away. Was she the target? Was she in love with her guest?

Jones is tasked with leading the investigation. He soon discovers that the Oil Minister was in the crosshairs of a global battle among the super powers for energy.",Paperback,344 pages,"Published September 26, 2024",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1721761338i/216388811.jpg,https://www.goodreads.com/book/show/216388811-otello-s-oil,Thriller
CodeName: Blackjack,Rusty McClure,"Esperanza Harper – Espy to her friends – is a high-powered attorney for the US
Department of Justice, and the head of a covert task force charged with investigating economic terrorism.
When the head of the secret Society of the Cincinnati, Senator Garrett Crandall, dies in a freak car accident, Espy gets a call that points to murder. A murder that sets in motion a chain of events that leads Espy and her team to a secret cache of decades-old documents. Documents that contain clues not to just the murder of Senator Crandall, but to the truth behind who really
committed the most shocking murder in our country’s history – the assassination of President John F. Kennedy.

Clues that send Espy and her team racing across the country –racing against time – before the deadly killers can strike again.

In Codename: Blackjack, NYT Bestselling Authors Rusty McClure (Crosley: Two
Brothers And A Business Empire That Transformed The Nation) and David Stern (The Blair Witch Project Dossier) have teamed up to craft a page-turner of the highest order – a thriller with elements ripped from today’s headlines.

SAGAS OF THE CINCINNATI:

They have been with us since our nation’s founding. A secret society composed of
patriots of all creeds and colors, drawn from all walks of life. Hidden in plain sight, hidden beneath the banner of a Revolutionary War organization formed by our country’s founding fathers, they come together when America’s need is greatest to fight the forces of evil our government cannot.",Formato no encontrado,Número de páginas no encontrado,"Published November 19, 2024",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729193944i/219475644.jpg,https://www.goodreads.com/book/show/219475644-codename,Thriller
Adventures in the Louvre: How to Fall in Love with the World's Greatest Museum,Elaine Sciolino,"A former New York Times Paris bureau chief explores the Louvre, offering an intimate journey of discovery and revelation.


The Louvre is the most famous museum in the world, attracting millions of visitors every year with its masterpieces. In Adventures in the Louvre, Elaine Sciolino immerses herself in this magical space and helps us fall in love with what was once a forbidding fortress.


Exploring galleries, basements, rooftops, and gardens, Sciolino demystifies the Louvre, introducing us to her favorite artworks, both legendary and overlooked, and to the people who are the museum’s the curators, the artisans producing frames and engravings, the builders overseeing restorations, the firefighters protecting the aging structure.


Blending investigative journalism, travelogue, history, and memoir, Sciolino walks her readers through the museum’s front gates and immerses them in its irresistible, engrossing world of beauty and culture. reveals the secrets of this grand monument of Paris and basks in its timeless, seductive power.",Hardcover,384 pages,"Expected publication April 1, 2025",Calificación no encontrada,No disponible,No disponible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1719009081i/213395444.jpg,https://www.goodreads.com/book/show/213395444-adventures-in-the-louvre,Travel
